CROPS,STR_OF_PRODUCTION,COUNTRY,YEAR,OBS_VALUE
Apples for fresh consumption,AR,IT,1979,70.8
Apples for fresh consumption,AR,IT,1980,71.9
Apples for fresh consumption,AR,IT,1981,72.8
Apples for fresh consumption,AR,IT,1982,74.5
Apples for fresh consumption,AR,IT,1983,85.0
Apples for fresh consumption,AR,IT,1984,86.1
Apples for fresh consumption,AR,IT,1985,85.5
Apples for fresh consumption,AR,IT,1986,88.2
Apples for fresh consumption,AR,IT,1987,88.1
Apples for fresh consumption,AR,IT,1988,87.8
Apples for fresh consumption,AR,IT,1989,85.1
Apples for fresh consumption,AR,IT,1990,84.2
Apples for fresh consumption,AR,IT,1991,83.1
Apples for fresh consumption,AR,IT,1992,81.6
Apples for fresh consumption,AR,IT,1993,79.1
Apples for fresh consumption,AR,IT,1994,76.6
Apples for fresh consumption,AR,IT,1995,72.7
Apples for fresh consumption,AR,IT,1996,71.6
Apples for fresh consumption,AR,IT,1997,71.1
Apples for fresh consumption,AR,IT,1998,69.7
Apples for fresh consumption,AR,IT,1999,69.0
Apples for fresh consumption,AR,LU,1965,0.2
Apples for fresh consumption,AR,LU,1966,0.2
Apples for fresh consumption,AR,LU,1967,0.2
Apples for fresh consumption,AR,LU,1968,0.2
Apples for fresh consumption,AR,LU,1969,0.2
Apples for fresh consumption,AR,LU,1970,0.2
Apples for fresh consumption,AR,LU,1971,0.2
Apples for fresh consumption,AR,LU,1972,0.2
Apples for fresh consumption,AR,LU,1973,0.2
Apples for fresh consumption,AR,LU,1974,0.2
Apples for fresh consumption,AR,LU,1975,0.2
Apples for fresh consumption,AR,LU,1976,0.1
Apples for fresh consumption,AR,LU,1977,0.1
Apples for fresh consumption,AR,LU,1978,0.1
Apples for fresh consumption,AR,LU,1979,0.1
Apples for fresh consumption,AR,LU,1980,0.1
Apples for fresh consumption,AR,LU,1981,0.1
Apples for fresh consumption,AR,LU,1982,0.1
Apples for fresh consumption,AR,LU,1983,0.1
Apples for fresh consumption,AR,LU,1984,0.1
Apples for fresh consumption,AR,LU,1985,0.1
Apples for fresh consumption,AR,LU,1986,0.1
Apples for fresh consumption,AR,LU,1987,0.1
Apples for fresh consumption,AR,LU,1988,0.1
Apples for fresh consumption,AR,LU,1989,0.1
Apples for fresh consumption,AR,LU,1990,0.1
Apples for fresh consumption,AR,LU,1991,0.1
Apples for fresh consumption,AR,NL,1965,33.4
Apples for fresh consumption,AR,NL,1966,33.1
Apples for fresh consumption,AR,NL,1967,32.6
Apples for fresh consumption,AR,NL,1968,31.7
Apples for fresh consumption,AR,NL,1969,29.7
Apples for fresh consumption,AR,NL,1970,26.4
Apples for fresh consumption,AR,NL,1971,24.1
Apples for fresh consumption,AR,NL,1972,23.0
Apples for fresh consumption,AR,NL,1973,22.0
Apples for fresh consumption,AR,NL,1974,21.9
Apples for fresh consumption,AR,NL,1975,21.9
Apples for fresh consumption,AR,NL,1976,21.5
Apples for fresh consumption,AR,NL,1977,20.1
Apples for fresh consumption,AR,NL,1978,19.8
Apples for fresh consumption,AR,NL,1979,19.2
Apples for fresh consumption,AR,NL,1980,17.2
Apples for fresh consumption,AR,NL,1981,16.3
Apples for fresh consumption,AR,NL,1982,16.0
Apples for fresh consumption,AR,NL,1983,15.8
Apples for fresh consumption,AR,NL,1984,15.8
Apples for fresh consumption,AR,NL,1985,15.6
Apples for fresh consumption,AR,NL,1986,15.0
Apples for fresh consumption,AR,NL,1987,15.1
Apples for fresh consumption,AR,NL,1988,15.4
Apples for fresh consumption,AR,NL,1989,15.9
Apples for fresh consumption,AR,NL,1990,16.3
Apples for fresh consumption,AR,NL,1991,16.8
Apples for fresh consumption,AR,NL,1992,17.0
Apples for fresh consumption,AR,NL,1993,16.6
Apples for fresh consumption,AR,NL,1994,16.5
Apples for fresh consumption,AR,NL,1995,15.3
Apples for fresh consumption,AR,NL,1996,15.1
Apples for fresh consumption,AR,NL,1997,15.2
Apples for fresh consumption,AR,NL,1998,14.7
Apples for fresh consumption,AR,NL,1999,14.2
Apples for fresh consumption,AR,PL,1998,108.8
Apples for fresh consumption,AR,PT,1968,14.5
Apples for fresh consumption,AR,PT,1969,15.3
Apples for fresh consumption,AR,PT,1970,18.0
Apples for fresh consumption,AR,PT,1971,20.4
Apples for fresh consumption,AR,PT,1972,24.3
Apples for fresh consumption,AR,PT,1973,25.9
Apples for fresh consumption,AR,PT,1974,28.3
Apples for fresh consumption,AR,PT,1975,31.2
Apples for fresh consumption,AR,PT,1976,33.0
Apples for fresh consumption,AR,PT,1977,33.6
Apples for fresh consumption,AR,PT,1978,34.4
Apples for fresh consumption,AR,PT,1979,35.3
Apples for fresh consumption,AR,PT,1980,21.7
Apples for fresh consumption,AR,PT,1981,22.1
Apples for fresh consumption,AR,PT,1982,23.3
Apples for fresh consumption,AR,PT,1983,23.4
Apples for fresh consumption,AR,PT,1984,25.6
Apples for fresh consumption,AR,PT,1985,23.9
Apples for fresh consumption,AR,PT,1986,23.9
Apples for fresh consumption,AR,PT,1987,23.8
Apples for fresh consumption,AR,PT,1988,24.2
Apples for fresh consumption,AR,PT,1989,24.2
Apples for fresh consumption,AR,PT,1990,24.6
Apples for fresh consumption,AR,PT,1991,24.8
Apples for fresh consumption,AR,PT,1992,24.9
Apples for fresh consumption,AR,PT,1993,25.1
Apples for fresh consumption,AR,PT,1994,24.9
Apples for fresh consumption,AR,PT,1995,24.2
Apples for fresh consumption,AR,PT,1996,24.3
Apples for fresh consumption,AR,PT,1997,24.3
Apples for fresh consumption,AR,PT,1998,23.1
Apples for fresh consumption,AR,PT,1999,19.62
Apples for fresh consumption,AR,SE,1971,2.7
Apples for fresh consumption,AR,SE,1972,2.7
Apples for fresh consumption,AR,SE,1973,2.7
Apples for fresh consumption,AR,SE,1974,2.7
Apples for fresh consumption,AR,SE,1975,2.7
Apples for fresh consumption,AR,SE,1976,2.6
Apples for fresh consumption,AR,SE,1977,2.6
Apples for fresh consumption,AR,SE,1978,2.6
Apples for fresh consumption,AR,SE,1979,2.6
Apples for fresh consumption,AR,SE,1980,2.6
Apples for fresh consumption,AR,SE,1981,2.4
Apples for fresh consumption,AR,SE,1982,2.4
Apples for fresh consumption,AR,SE,1983,2.4
Apples for fresh consumption,AR,SE,1984,2.5
Apples for fresh consumption,AR,SE,1985,2.5
Apples for fresh consumption,AR,SE,1986,2.5
Apples for fresh consumption,AR,SE,1987,2.6
Apples for fresh consumption,AR,SE,1988,2.6
Apples for fresh consumption,AR,SE,1989,2.6
Apples for fresh consumption,AR,SE,1990,2.0
Apples for fresh consumption,AR,SE,1991,2.0
Apples for fresh consumption,AR,SE,1992,2.0
Apples for fresh consumption,AR,SE,1993,1.8
Apples for fresh consumption,AR,SE,1994,1.8
Apples for fresh consumption,AR,SE,1995,1.8
Apples for fresh consumption,AR,SE,1996,1.7
Apples for fresh consumption,AR,SE,1997,1.7
Apples for fresh consumption,AR,SE,1998,1.6
Apples for fresh consumption,AR,SE,1999,1.5
Apples for fresh consumption,AR,SK,1989,6.2
Apples for fresh consumption,AR,SK,1990,5.9
Apples for fresh consumption,AR,SK,1991,5.8
Apples for fresh consumption,AR,SK,1992,5.3
Apples for fresh consumption,AR,SK,1993,4.5
Apples for fresh consumption,AR,SK,1994,4.1
Apples for fresh consumption,AR,SK,1995,4.0
Apples for fresh consumption,AR,SK,1996,3.5
Apples for fresh consumption,AR,SK,1997,3.2
Apples for fresh consumption,AR,SK,1998,2.9
Apples for fresh consumption,AR,SK,1999,2.6
Apples for fresh consumption,AR,UK,1965,43.4
Apples for fresh consumption,AR,UK,1966,40.4
Apples for fresh consumption,AR,UK,1967,40.2
Apples for fresh consumption,AR,UK,1968,38.7
Apples for fresh consumption,AR,UK,1969,38.1
Apples for fresh consumption,AR,UK,1970,38.0
Apples for fresh consumption,AR,UK,1971,37.2
Apples for fresh consumption,AR,UK,1972,35.8
Apples for fresh consumption,AR,UK,1973,34.3
Apples for fresh consumption,AR,UK,1974,33.9
Apples for fresh consumption,AR,UK,1975,32.9
Apples for fresh consumption,AR,UK,1976,32.5
Apples for fresh consumption,AR,UK,1977,31.5
Apples for fresh consumption,AR,UK,1978,30.8
Apples for fresh consumption,AR,UK,1979,30.5
Apples for fresh consumption,AR,UK,1980,28.7
Apples for fresh consumption,AR,UK,1981,26.7
Apples for fresh consumption,AR,UK,1982,25.9
Apples for fresh consumption,AR,UK,1983,24.9
Apples for fresh consumption,AR,UK,1984,24.2
Apples for fresh consumption,AR,UK,1985,20.6
Apples for fresh consumption,AR,UK,1986,20.4
Apples for fresh consumption,AR,UK,1987,20.6
Apples for fresh consumption,AR,UK,1988,20.0
Apples for fresh consumption,AR,UK,1989,19.4
Apples for fresh consumption,AR,UK,1990,18.8
Apples for fresh consumption,AR,UK,1991,18.3
Apples for fresh consumption,AR,UK,1992,17.7
Apples for fresh consumption,AR,UK,1993,12.0
Apples for fresh consumption,AR,UK,1994,10.1
Apples for fresh consumption,AR,UK,1995,8.8
Apples for fresh consumption,AR,UK,1996,8.3
Apples for fresh consumption,AR,UK,1997,8.3
Apples for fresh consumption,AR,UK,1998,8.1
Apples for fresh consumption,AR,UK,1999,7.7
Apples for fresh consumption,PR,AT,1970,219.1
Apples for fresh consumption,PR,AT,1971,176.2
Apples for fresh consumption,PR,AT,1972,116.3
Apples for fresh consumption,PR,AT,1973,209.6
Apples for fresh consumption,PR,AT,1974,227.4
Apples for fresh consumption,PR,AT,1975,233.4
Apples for fresh consumption,PR,AT,1976,251.1
Apples for fresh consumption,PR,AT,1977,216.1
Apples for fresh consumption,PR,AT,1978,219.4
Apples for fresh consumption,PR,AT,1979,265.4
Apples for fresh consumption,PR,AT,1980,258.5
Apples for fresh consumption,PR,AT,1981,197.0
Apples for fresh consumption,PR,AT,1982,339.5
Apples for fresh consumption,PR,AT,1983,263.1
Apples for fresh consumption,PR,AT,1984,276.3
Apples for fresh consumption,PR,AT,1985,240.8
Apples for fresh consumption,PR,AT,1986,283.3
Apples for fresh consumption,PR,AT,1987,205.9
Apples for fresh consumption,PR,AT,1988,295.7
Apples for fresh consumption,PR,AT,1989,255.1
Apples for fresh consumption,PR,AT,1990,268.4
Apples for fresh consumption,PR,AT,1991,243.3
Apples for fresh consumption,PR,AT,1992,232.5
Apples for fresh consumption,PR,AT,1993,318.2
Apples for fresh consumption,PR,AT,1994,286.7
Apples for fresh consumption,PR,AT,1995,324.1
Apples for fresh consumption,PR,AT,1996,316.3
Apples for fresh consumption,PR,AT,1997,398.7
Apples for fresh consumption,PR,AT,1998,343.6
Apples for fresh consumption,PR,AT,1999,357.9
Apples for fresh consumption,PR,BE,1955,200.0
Apples for fresh consumption,PR,BE,1956,200.0
Apples for fresh consumption,PR,BE,1957,150.0
Apples for fresh consumption,PR,BE,1958,175.0
Apples for fresh consumption,PR,BE,1959,150.0
Apples for fresh consumption,PR,BE,1960,165.0
Apples for fresh consumption,PR,BE,1961,130.0
Apples for fresh consumption,PR,BE,1962,130.0
Apples for fresh consumption,PR,BE,1963,120.0
Apples for fresh consumption,PR,BE,1964,180.0
Apples for fresh consumption,PR,BE,1965,165.0
Apples for fresh consumption,PR,BE,1966,205.0
Apples for fresh consumption,PR,BE,1967,280.0
Apples for fresh consumption,PR,BE,1968,175.5
Apples for fresh consumption,PR,BE,1969,300.0
Apples for fresh consumption,PR,BE,1970,241.0
Apples for fresh consumption,PR,BE,1971,271.5
Apples for fresh consumption,PR,BE,1972,255.0
Apples for fresh consumption,PR,BE,1973,237.5
Apples for fresh consumption,PR,BE,1974,201.0
Apples for fresh consumption,PR,BE,1975,257.5
Apples for fresh consumption,PR,BE,1976,233.6
Apples for fresh consumption,PR,BE,1977,114.7
Apples for fresh consumption,PR,BE,1978,265.7
Apples for fresh consumption,PR,BE,1979,316.7
Apples for fresh consumption,PR,BE,1980,322.2
Apples for fresh consumption,PR,BE,1981,131.1
Apples for fresh consumption,PR,BE,1982,262.5
Apples for fresh consumption,PR,BE,1983,200.0
Apples for fresh consumption,PR,BE,1984,225.5
Apples for fresh consumption,PR,BE,1985,215.6
Apples for fresh consumption,PR,BE,1986,262.4
Apples for fresh consumption,PR,BE,1987,233.8
Apples for fresh consumption,PR,BE,1988,266.2
Apples for fresh consumption,PR,BE,1989,315.2
Apples for fresh consumption,PR,BE,1990,229.1
Apples for fresh consumption,PR,BE,1991,137.4
Apples for fresh consumption,PR,BE,1992,481.8
Apples for fresh consumption,PR,BE,1993,492.5
Apples for fresh consumption,PR,BE,1994,501.6
Apples for fresh consumption,PR,BE,1995,508.3
Apples for fresh consumption,PR,BE,1996,294.9
Apples for fresh consumption,PR,BE,1997,367.1
Apples for fresh consumption,PR,BE,1998,406.7
Apples for fresh consumption,PR,BE,1999,533.9
Apples for fresh consumption,PR,CY,1987,7.0
Apples for fresh consumption,PR,CY,1988,7.5
Apples for fresh consumption,PR,CY,1989,8.2
Apples for fresh consumption,PR,CY,1990,8.2
Apples for fresh consumption,PR,CY,1991,7.7
Apples for fresh consumption,PR,CY,1992,12.0
Apples for fresh consumption,PR,CY,1993,11.0
Apples for fresh consumption,PR,CY,1994,7.5
Apples for fresh consumption,PR,CY,1995,9.3
Apples for fresh consumption,PR,CY,1996,10.0
Apples for fresh consumption,PR,CY,1997,9.5
Apples for fresh consumption,PR,CY,1998,11.0
Apples for fresh consumption,PR,CY,1999,11.5
Apples for fresh consumption,PR,DE,1965,1205.5
Apples for fresh consumption,PR,DE,1966,1473.3
Apples for fresh consumption,PR,DE,1967,2273.7
Apples for fresh consumption,PR,DE,1968,1569.5
Apples for fresh consumption,PR,DE,1969,2572.6
Apples for fresh consumption,PR,DE,1970,1776.6
Apples for fresh consumption,PR,DE,1971,1979.8
Apples for fresh consumption,PR,DE,1972,1238.9
Apples for fresh consumption,PR,DE,1973,2015.8
Apples for fresh consumption,PR,DE,1974,1281.5
Apples for fresh consumption,PR,DE,1975,2035.2
Apples for fresh consumption,PR,DE,1976,1487.2
Apples for fresh consumption,PR,DE,1977,1175.5
Apples for fresh consumption,PR,DE,1978,1783.2
Apples for fresh consumption,PR,DE,1979,1950.9
Apples for fresh consumption,PR,DE,1980,1880.1
Apples for fresh consumption,PR,DE,1981,772.8
Apples for fresh consumption,PR,DE,1982,2637.1
Apples for fresh consumption,PR,DE,1983,1313.1
Apples for fresh consumption,PR,DE,1984,1799.3
Apples for fresh consumption,PR,DE,1985,1409.7
Apples for fresh consumption,PR,DE,1986,2180.1
Apples for fresh consumption,PR,DE,1987,1077.4
Apples for fresh consumption,PR,DE,1988,2448.06
Apples for fresh consumption,PR,DE,1989,1726.51
Apples for fresh consumption,PR,DK,1965,86.9
Apples for fresh consumption,PR,DK,1966,76.8
Apples for fresh consumption,PR,DK,1967,85.1
Apples for fresh consumption,PR,DK,1968,84.2
Apples for fresh consumption,PR,DK,1969,98.4
Apples for fresh consumption,PR,DK,1970,99.9
Apples for fresh consumption,PR,DK,1971,101.5
Apples for fresh consumption,PR,DK,1972,75.9
Apples for fresh consumption,PR,DK,1973,79.9
Apples for fresh consumption,PR,DK,1974,71.5
Apples for fresh consumption,PR,DK,1975,88.2
Apples for fresh consumption,PR,DK,1976,70.6
Apples for fresh consumption,PR,DK,1977,89.6
Apples for fresh consumption,PR,DK,1978,81.5
Apples for fresh consumption,PR,DK,1979,86.6
Apples for fresh consumption,PR,DK,1980,63.4
Apples for fresh consumption,PR,DK,1981,43.3
Apples for fresh consumption,PR,DK,1982,59.5
Apples for fresh consumption,PR,DK,1983,47.2
Apples for fresh consumption,PR,DK,1984,54.4
Apples for fresh consumption,PR,DK,1985,45.1
Apples for fresh consumption,PR,DK,1986,56.8
Apples for fresh consumption,PR,DK,1987,26.5
Apples for fresh consumption,PR,DK,1988,45.0
Apples for fresh consumption,PR,DK,1989,52.0
Apples for fresh consumption,PR,DK,1990,30.0
Apples for fresh consumption,PR,DK,1991,32.3
Apples for fresh consumption,PR,DK,1992,43.0
Apples for fresh consumption,PR,DK,1993,40.0
Apples for fresh consumption,PR,DK,1994,37.5
Apples for fresh consumption,PR,DK,1995,30.0
Apples for fresh consumption,PR,DK,1996,18.4
Apples for fresh consumption,PR,DK,1997,18.4
Apples for fresh consumption,PR,DK,1998,20.1
Apples for fresh consumption,PR,DK,1999,19.6
Apples for fresh consumption,PR,ES,1964,294.7
Apples for fresh consumption,PR,ES,1965,324.9
Apples for fresh consumption,PR,ES,1966,392.1
Apples for fresh consumption,PR,ES,1967,307.8
Apples for fresh consumption,PR,ES,1968,442.5
Apples for fresh consumption,PR,ES,1969,395.3
Apples for fresh consumption,PR,ES,1970,442.7
Apples for fresh consumption,PR,ES,1971,614.7
Apples for fresh consumption,PR,ES,1972,728.9
Apples for fresh consumption,PR,ES,1973,927.6
Apples for fresh consumption,PR,ES,1974,979.3
Apples for fresh consumption,PR,ES,1975,1012.4
Apples for fresh consumption,PR,ES,1976,937.5
Apples for fresh consumption,PR,ES,1977,675.0
Apples for fresh consumption,PR,ES,1978,1015.3
Apples for fresh consumption,PR,ES,1979,1097.4
Apples for fresh consumption,PR,ES,1980,876.5
Apples for fresh consumption,PR,ES,1981,1007.9
Apples for fresh consumption,PR,ES,1982,860.3
Apples for fresh consumption,PR,ES,1983,1012.9
Apples for fresh consumption,PR,ES,1984,969.2
Apples for fresh consumption,PR,ES,1985,1004.0
Apples for fresh consumption,PR,ES,1986,794.0
Apples for fresh consumption,PR,ES,1987,971.4
Apples for fresh consumption,PR,ES,1988,844.8
Apples for fresh consumption,PR,ES,1989,747.3
Apples for fresh consumption,PR,ES,1990,635.1
Apples for fresh consumption,PR,ES,1991,459.5
Apples for fresh consumption,PR,ES,1992,1069.5
Apples for fresh consumption,PR,ES,1993,836.7
Apples for fresh consumption,PR,ES,1994,751.0
Apples for fresh consumption,PR,ES,1995,757.3
Apples for fresh consumption,PR,ES,1996,865.3
Apples for fresh consumption,PR,ES,1997,924.0
Apples for fresh consumption,PR,ES,1998,715.6
Apples for fresh consumption,PR,ES,1999,916.9
Apples for fresh consumption,PR,FI,1984,2.6
Apples for fresh consumption,PR,FI,1985,1.7
Apples for fresh consumption,PR,FI,1986,2.3
Apples for fresh consumption,PR,FI,1987,1.0
Apples for fresh consumption,PR,FI,1988,1.5
Apples for fresh consumption,PR,FI,1989,2.5
Apples for fresh consumption,PR,FI,1990,2.4
Apples for fresh consumption,PR,FI,1991,2.0
Apples for fresh consumption,PR,FI,1992,2.3
Apples for fresh consumption,PR,FI,1993,2.3
Apples for fresh consumption,PR,FI,1994,2.0
Apples for fresh consumption,PR,FI,1995,2.4
Apples for fresh consumption,PR,FI,1996,2.1
Apples for fresh consumption,PR,FI,1997,2.7
Apples for fresh consumption,PR,FI,1998,1.9
Apples for fresh consumption,PR,FI,1999,2.4
Apples for fresh consumption,PR,FR,1965,1131.8
Apples for fresh consumption,PR,FR,1966,1295.9
Apples for fresh consumption,PR,FR,1967,1419.5
Apples for fresh consumption,PR,FR,1968,1668.7
Apples for fresh consumption,PR,FR,1969,1683.6
Apples for fresh consumption,PR,FR,1970,1792.7
Apples for fresh consumption,PR,FR,1971,1714.3
Apples for fresh consumption,PR,FR,1972,1630.3
Apples for fresh consumption,PR,FR,1973,1911.2
Apples for fresh consumption,PR,FR,1974,1528.7
Apples for fresh consumption,PR,FR,1975,1991.9
Apples for fresh consumption,PR,FR,1976,1598.0
Apples for fresh consumption,PR,FR,1977,1186.3
Apples for fresh consumption,PR,FR,1978,1767.7
Apples for fresh consumption,PR,FR,1979,1769.1
Apples for fresh consumption,PR,FR,1980,1768.9
Apples for fresh consumption,PR,FR,1981,1502.2
Apples for fresh consumption,PR,FR,1982,1977.5
Apples for fresh consumption,PR,FR,1983,1574.9
Apples for fresh consumption,PR,FR,1984,2004.8
Apples for fresh consumption,PR,FR,1985,1793.4
Apples for fresh consumption,PR,FR,1986,1415.9
Apples for fresh consumption,PR,FR,1987,1496.0
Apples for fresh consumption,PR,FR,1988,1940.7
Apples for fresh consumption,PR,FR,1989,1864.9
Apples for fresh consumption,PR,FR,1990,1886.3
Apples for fresh consumption,PR,FR,1991,1291.0
Apples for fresh consumption,PR,FR,1992,2403.1
Apples for fresh consumption,PR,FR,1993,2076.5
Apples for fresh consumption,PR,FR,1994,2188.8
Apples for fresh consumption,PR,FR,1995,2078.3
Apples for fresh consumption,PR,FR,1996,2003.3
Apples for fresh consumption,PR,FR,1997,2045.0
Apples for fresh consumption,PR,FR,1998,1791.5
Apples for fresh consumption,PR,FR,1999,2184.5
Apples for fresh consumption,PR,IE,1960,12.2
Apples for fresh consumption,PR,IE,1961,13.5
Apples for fresh consumption,PR,IE,1962,15.9
Apples for fresh consumption,PR,IE,1963,16.9
Apples for fresh consumption,PR,IE,1964,12.3
Apples for fresh consumption,PR,IE,1965,10.7
Apples for fresh consumption,PR,IE,1966,9.2
Apples for fresh consumption,PR,IE,1967,9.6
Apples for fresh consumption,PR,IE,1968,12.9
Apples for fresh consumption,PR,IE,1969,13.9
Apples for fresh consumption,PR,IE,1970,18.8
Apples for fresh consumption,PR,IE,1971,13.0
Apples for fresh consumption,PR,IE,1972,9.1
Apples for fresh consumption,PR,IE,1973,11.9
Apples for fresh consumption,PR,IE,1974,9.8
Apples for fresh consumption,PR,IE,1975,10.2
Apples for fresh consumption,PR,IE,1976,10.7
Apples for fresh consumption,PR,IE,1977,9.7
Apples for fresh consumption,PR,IE,1978,11.4
Apples for fresh consumption,PR,IE,1979,10.0
Apples for fresh consumption,PR,IE,1980,9.0
Apples for fresh consumption,PR,IE,1981,6.6
Apples for fresh consumption,PR,IE,1982,9.0
Apples for fresh consumption,PR,IE,1983,8.3
Apples for fresh consumption,PR,IE,1984,9.8
Apples for fresh consumption,PR,IE,1985,9.1
Apples for fresh consumption,PR,IE,1986,8.4
Apples for fresh consumption,PR,IE,1987,8.6
Apples for fresh consumption,PR,IE,1988,8.8
Apples for fresh consumption,PR,IE,1989,10.1
Apples for fresh consumption,PR,IE,1990,10.5
Apples for fresh consumption,PR,IE,1991,10.3
Apples for fresh consumption,PR,IE,1992,9.6
Apples for fresh consumption,PR,IE,1993,8.1
Apples for fresh consumption,PR,IE,1994,11.5
Apples for fresh consumption,PR,IE,1995,11.8
Apples for fresh consumption,PR,IE,1996,11.1
Apples for fresh consumption,PR,IE,1997,9.4
Apples for fresh consumption,PR,IE,1998,8.0
Apples for fresh consumption,PR,IE,1999,0.0
Apples for fresh consumption,PR,IT,1965,2184.8
Apples for fresh consumption,PR,IT,1966,2288.6
Apples for fresh consumption,PR,IT,1967,1931.7
Apples for fresh consumption,PR,IT,1968,1931.8
Apples for fresh consumption,PR,IT,1969,2009.9
Apples for fresh consumption,PR,IT,1970,2061.5
Apples for fresh consumption,PR,IT,1971,1697.3
Apples for fresh consumption,PR,IT,1972,1884.1
Apples for fresh consumption,PR,IT,1973,2001.6
Apples for fresh consumption,PR,IT,1974,1849.6
Apples for fresh consumption,PR,IT,1975,2083.6
Apples for fresh consumption,PR,IT,1976,2091.0
Apples for fresh consumption,PR,IT,1977,1790.6
Apples for fresh consumption,PR,IT,1978,1846.8
Apples for fresh consumption,PR,IT,1979,1991.9
Apples for fresh consumption,PR,IT,1980,1936.7
Apples for fresh consumption,PR,IT,1981,1741.7
Apples for fresh consumption,PR,IT,1982,2602.7
Apples for fresh consumption,PR,IT,1983,2032.2
Apples for fresh consumption,PR,IT,1984,2210.4
Apples for fresh consumption,PR,IT,1985,2014.1
Apples for fresh consumption,PR,IT,1986,2019.5
Apples for fresh consumption,PR,IT,1987,2236.0
Apples for fresh consumption,PR,IT,1988,2331.7
Apples for fresh consumption,PR,IT,1989,1924.2
Apples for fresh consumption,PR,IT,1990,2050.1
Apples for fresh consumption,PR,IT,1991,1830.2
Apples for fresh consumption,PR,IT,1992,2394.1
Apples for fresh consumption,PR,IT,1993,2143.4
Apples for fresh consumption,PR,IT,1994,2232.7
Apples for fresh consumption,PR,IT,1995,1932.0
Apples for fresh consumption,PR,IT,1996,2071.3
Apples for fresh consumption,PR,IT,1997,1966.5
Apples for fresh consumption,PR,IT,1998,2143.3
Apples for fresh consumption,PR,IT,1999,2343.4
Apples for fresh consumption,PR,LU,1955,2.4
Apples for fresh consumption,PR,LU,1956,7.5
Apples for fresh consumption,PR,LU,1957,2.4
Apples for fresh consumption,PR,LU,1958,9.0
Apples for fresh consumption,PR,LU,1959,5.5
Apples for fresh consumption,PR,LU,1960,32.0
Apples for fresh consumption,PR,LU,1961,2.0
Apples for fresh consumption,PR,LU,1962,15.0
Apples for fresh consumption,PR,LU,1963,15.0
Apples for fresh consumption,PR,LU,1964,9.2
Apples for fresh consumption,PR,LU,1965,11.0
Apples for fresh consumption,PR,LU,1966,11.0
Apples for fresh consumption,PR,LU,1967,20.0
Apples for fresh consumption,PR,LU,1968,11.0
Apples for fresh consumption,PR,LU,1969,12.0
Apples for fresh consumption,PR,LU,1970,11.0
Apples for fresh consumption,PR,LU,1971,9.0
Apples for fresh consumption,PR,LU,1972,8.5
Apples for fresh consumption,PR,LU,1973,8.5
Apples for fresh consumption,PR,LU,1974,8.0
Apples for fresh consumption,PR,LU,1975,9.9
Apples for fresh consumption,PR,LU,1976,7.0
Apples for fresh consumption,PR,LU,1977,5.0
Apples for fresh consumption,PR,LU,1978,7.5
Apples for fresh consumption,PR,LU,1979,6.8
Apples for fresh consumption,PR,LU,1980,7.5
Apples for fresh consumption,PR,LU,1981,2.6
Apples for fresh consumption,PR,LU,1982,7.8
Apples for fresh consumption,PR,LU,1983,3.4
Apples for fresh consumption,PR,LU,1984,5.4
Apples for fresh consumption,PR,LU,1985,5.5
Apples for fresh consumption,PR,LU,1986,7.2
Apples for fresh consumption,PR,LU,1987,2.5
Apples for fresh consumption,PR,LU,1988,5.4
Apples for fresh consumption,PR,LU,1989,7.2
Apples for fresh consumption,PR,LU,1990,6.0
Apples for fresh consumption,PR,LU,1991,1.6
Apples for fresh consumption,PR,LU,1992,2.0
Apples for fresh consumption,PR,LU,1993,1.8
Apples for fresh consumption,PR,LU,1994,4.0
Apples for fresh consumption,PR,LU,1995,3.0
Apples for fresh consumption,PR,LU,1996,5.0
Apples for fresh consumption,PR,LU,1997,1.2
Apples for fresh consumption,PR,LU,1998,2.5
Apples for fresh consumption,PR,LU,1999,3.3
Apples for fresh consumption,PR,MT,1987,0.4
Apples for fresh consumption,PR,MT,1988,0.2
Apples for fresh consumption,PR,MT,1989,0.6
Apples for fresh consumption,PR,MT,1990,0.4
Apples for fresh consumption,PR,MT,1991,0.4
Apples for fresh consumption,PR,MT,1992,0.4
Apples for fresh consumption,PR,MT,1993,0.4
Apples for fresh consumption,PR,MT,1994,0.2
Apples for fresh consumption,PR,MT,1995,0.2
Apples for fresh consumption,PR,MT,1996,0.1
Apples for fresh consumption,PR,MT,1997,0.1
Apples for fresh consumption,PR,MT,1998,0.1
Apples for fresh consumption,PR,MT,1999,0.1
Apples for fresh consumption,PR,NL,1962,250.0
Apples for fresh consumption,PR,NL,1963,315.0
Apples for fresh consumption,PR,NL,1964,570.0
Apples for fresh consumption,PR,NL,1965,395.0
Apples for fresh consumption,PR,NL,1966,385.0
Apples for fresh consumption,PR,NL,1967,535.0
Apples for fresh consumption,PR,NL,1968,395.0
Apples for fresh consumption,PR,NL,1969,525.0
Apples for fresh consumption,PR,NL,1970,520.0
Apples for fresh consumption,PR,NL,1971,580.0
Apples for fresh consumption,PR,NL,1972,490.0
Apples for fresh consumption,PR,NL,1973,550.0
Apples for fresh consumption,PR,NL,1974,475.0
Apples for fresh consumption,PR,NL,1975,570.0
Apples for fresh consumption,PR,NL,1976,470.0
Apples for fresh consumption,PR,NL,1977,390.0
Apples for fresh consumption,PR,NL,1978,630.0
Apples for fresh consumption,PR,NL,1979,570.0
